0.0, 1.0
0.0, 1.0
0.0, 0.966915878097792
0.0, 1.0
0.0, 0.9713788186415261
0.0, 1.0
0.0, 0.9694736200000117
0.0, 0.9999997862600477
0.0, 0.9757482480074999
0.0, 1.0
0.0, 0.9839275083728382
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 0.9839275083728382
0.0, 0.966915878097792
0.0, 1.0
0.0, 0.9999950759534386
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 0.9737685946083598
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 0.9999348865332566
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 0.997583056295194
0.0, 0.9992338533338225
0.0, 1.0
0.0, 1.0
0.0, 0.990894508972245
0.0, 1.0
0.0, 1.0
0.0, 0.9839275083728382
0.0, 1.0
0.0, 0.9999556897181627
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 0.966915878097792
0.0, 0.9999348865332566
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 0.9992338533338225
0.0, 1.0
0.0, 1.0
0.0, 0.9961332710083473
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 0.9976481697619376
0.0, 1.0
0.0, 0.9961332710083473
0.0, 0.9839275083728382
0.0, 0.9839275083728382
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 1.0
0.0, 0.9999999907758794
0.0, 0.9839275083728382
0.0, 1.0
0.0, 0.9990069344807254
0.0, 1.0
0.0, 0.9992338533338225
0.0, 1.0
0.0, 0.9740160938547262
0.0, 1.0
0.0, 1.0
0.0, 0.9839275083728382
0.0, 0.9992338533338225
0.0, 1.0
0.0, 1.0
0.0, 1.0
